asn,handle,description
146914,NETFAREBR-AS,"Netfare Broadband (Opc) Pvt Ltd"
146915,GARROW-AS,"GREEN ARROW TECHNOLOGY PRIVATE LIMITED"
146916,METREXABR-AS,"METREXA BROADNET PRIVATE LIMITED"
146917,JDALLDAY-AS-IN,"JD ALLDAY NETSOL PRIVATE LIMITED"
146918,CABLECOM-AS-IN,"Cablecom Network Private Limited"
146919,CTRLSNLD-AS-IN,"CTRL S NLD SERVICES PRIVATE LIMITED"
146920,RNINETCO-AS-IN,"Rn Broadband Online Pvt. Ltd"
146921,LNTSPLN-AS,"Linked Net Techno Services Pvt Ltd"
146922,UFIBER-AS,"U FIBER BROADBAND PRIVATE LIMITED"
146923,WWFIBRE-AS,"WEB WERKS FIBRE PVT LTD"
146924,VICTORY-AS-IN,"VICTORY DIGITAL NETWORK PRIVATE LIMITED"
146925,SHREEFI-AS-IN,"SHREE BALAJI WIFI PVT LTD"
146926,LOTUSWT-AS-IN,"LOTUS WIRELESS TECHNOLOGIES INDIA PRIVATE LIMITED"
146927,AIRTN-AS-IN,"AIRNETZ TECHNOLOGIES"
146928,NIXI,NIXI
146929,PENTASOL-AS,"PENTA SOLUTIONS"
146930,DCPL-AS-IN,"DEEPCLOUD PRIVATE LIMITED"
146931,SHAVENK1-AS-IN,"Shrisai Shavenk Technotronics Private Limited"
146932,SCCNET-AS,"SCC NETWORK PVT LTD"
146933,ROYALBS-AS-IN,"Royal Broadband Services"
146934,SNIGA123-AS,"SNIGA CONSULTANCY SERVICES"
146935,ZIPPYBRO-AS-IN,"ZIPPY BROADBAND PRIVATE LIMITED"
146936,SISPL21K-AS-IN,"SARASWATI INTERNET SOLUTION"
146937,KITSPLHMG-AS-IN,"KHUSHI IT SERVICES PRIVATE LIMITED"
146938,SYSTOOL6754-AS-IN,"Systools Software Private Limited"
146939,EMPRIBEX-AS,"Empribex Private Limited"
146940,NATSAVIP-AS-IN,Natsav
146941,GULZARCOM-AS-IN,"Gulzar Communication"
146942,PSNETSOL-AS-IN,"PSNET SOLUTIONS PRIVATE LIMITED"
146943,TIER4CLOU-AS,"Tier 4 Cloud Services"
146944,UNET-AS,Vnetwork
146945,HINDAVI-AS,"Hindavi Telecom Private Limited"
146946,TSNETWORK-AS-AP,"TS Network"
146947,NNPL-AS-AP,"Nimble Network Pvt Ltd"
146948,RBOGI-AS-AP,"Rural Bank of Guinobatan Inc"
146949,NSFL-AS-AP,"National Superannuation Fund Ltd"
146950,HARUUE-AS-AP,"Haruue Network Limited"
146951,ISC-AS-AP,"Internet Systems Consortium"
146952,INSTART-AS-AP,INSTART
146953,TBC-AS-AP,"Touch Connections"
146954,IICS-AS-AP,"IMJWANKLIK INTERNET COMMUNICATION SERVICES"
146955,FLAMENETWORKS1-AS-AP,"Flame Networks Private Limited"
146956,HEAA-AS-AP,"Hamid Electronics and Automobiles"
146957,CLICKONLINE-AS-AP,"Click Online"
146958,MONOCLOUDPTYLTD-AS-AP,"MonoCloud Pty Ltd"
146959,METEOR-AS-AP,"Guohua Tian"
146960,RESERVED,"APNIC ASN block"
146961,NEXETLIMITED-AS-AP,"NEXET LIMITED"
146962,GTDPL-AS-AP,"GATEWAY TECHNOLOGY DEVELOPMENT PTE. LTD"
146963,STRIKE-AS-AP,"STRIKE SYSTEMS PTY LIMITED"
146964,STIL-AS-AP,"SATHYA Technosoft India Private Limited"
146965,UNITED1-AS-AP,"UNITED PETROLEUM PTY LTD as trustee for THE TRUSTEE FOR UNITED PETROLEUM UNIT TRUST"
146966,CHINANET-YANGZHOUNORTH-IDC,"China Telecom"
146967,CORE-AS-AP,Coretel
146968,COMSQUARE,"COMSQUARE Co. Ltd"
146969,SBT-SC,"SB Technology Corp"
146970,BBS,"BBSakura Networks Inc"
146971,M-ADVENTURE,"Media Adventure Inc"
146972,TEC-JP-NET,"TOYO Engineering Corporation"
146973,VOIP-ENECOM,"Enecom Inc"
146974,WP-NET,"Woven by Toyota Inc"
146975,NTT-EAST-CCS,"NIPPON TELEGRAPH AND TELEPHONE EAST CORPORATION"
146976,KNET,"Kvision Co. Ltd"
146977,RESERVED,"Japan Network Information Center"
146978,BBIX-FUKUOKA,"BBIX Inc"
146979,SUNDAICHI,"University of Nagasaki"
146980,IOC,"Tokyo Metropolitan College of Industrial Technology Infomation System Engineering Course"
146981,NEKOJARASHI,"Nekojarashi Inc"
146982,SHINNYO-LIVE,Shinnyo-en
146983,OUXNET,"Osaka University"
146984,JPNAP-EAST,"INTERNET MULTIFEED CO"
146985,KC-MSP-NET,"KISSEI COMTEC Co. Ltd"
146986,SSC-3,"SUZUYO SHINWART CORPORATION"
146987,GMOCL-NET,"GMO GlobalSign Holdings K.K"
146988,ASTHANETWORKS-AS-AP,"Astha Networks"
146989,PKI-AS-AP,"PKI LTD"
146990,LIRITECHNOLOGIES-AS-AP,"Liri Technologies"
146991,SRGSPL-AS-AP,"SUPER RETAIL GROUP SERVICES PTY LTD"
146992,RESERVED,"APNIC ASN block"
146993,DBL-AS-AP,"DEEP BRIGHT LIMITED"
146994,RAINES-AS-AP,"Raines Internet Solutions"
146995,CNE-AS-AP,"Cambodian Network Exchange Co. Ltd"
146996,DEX-AS-AP,DEXSERVER
146997,RADISSON4-AS-AP,"Radisson Technologies"
146998,LAHORE2-AS-AP,"Lahore BroadBand"
146999,RESERVED,"APNIC ASN block"
147000,CGPL-AS-AP,"Consortium Group"
147001,DIGITALNET-AS-AP,"DIGITAL NET BD"
147002,VMSHELL-AS-AP,"VMShell Inc"
147003,AITPL-AS-AP,"ALLIANCE INTELLIGENT TECHNOLOGIES PTE. LTD"
147004,RABBICOMMUNICATION-AS-AP,"Md Fajle Rabbi"
147005,INC-AS-AP,"Infinite Networks Co. Ltd"
147006,STARIT-AS-AP,"Star IT"
147007,M3R-AS-AP,"3R NET"
147008,DIANJIANG-AS-AP,"Shenzhen Dianjiang Technology Co Ltd"
147009,ADINANET-AS-AP,"Adina Net"
147010,RYUSEI-AS-AP,"RYUSEI GROUP CO. LIMITED"
147011,SATHAPANABANK-AS-AP,"SATHAPANA BANK PLC"
147012,LIVERTON1-AS-AP,"Liverton Security"
147013,OLOMCP-AS-AU,"Our Lady of Mercy College Parramatta"
147014,ISPI-AS-AP,"IPTECH SOLUTION PROVIDER INCORPORATED"
147015,CLICKHOSTPTYLTD-AS-AP,"Click Host"
147016,WEBSCHOOL-AS-AP,"WEBSCHOOL.AU PTY LTD"
147017,NETTWOHOMEBD-AS-AP,"Net Two Home BD"
147018,MISL-AS-AP,"MIAN INTERNET SERVICES (Pvt.) Ltd"
147019,HHLJ-AS-AP,jiii
147020,INFININET-AS-AP,"Infininet Global Pty Ltd"
147021,RESERVED,"APNIC ASN block"
147022,SBI-AS-AP,"Shamibag Broadband Internet"
147023,ETC-AS-AP,"ESURFING TECHNOLOGY CO.LTD"
147024,BTLTB-AS-AP,bikpla.net
147025,ISC-AS-AP,"Internet Systems Consortium"
147026,RESERVED,"APNIC ASN block"
147027,RTARF-MI,"Royal Thai Armed Force Headquarters"
147028,QCNPL-AS-AP,QCN
147029,SKY2-AS-AP,"Sky Link"
147030,MYNET-AS-AP,Mynet
147031,MWSL-AS-AP,"Million Web Services Private Limited"
147032,EMAXCOMMUNICATION1-AS-AP,"E-max Communication"
147033,LIZAONLINEBD-AS-AP,"Liza Online BD"
147034,BAREBOXCOMBD-AS-AP,barebox.com.bd
147035,CHINGKUO-AS-AP,"Ching Kuo"
147036,HANARINLTD-AS-AP,"HANARIN LTD"
147037,TECH-AS-AP,"Tech Stream Solutions Pty Ltd"
147038,CHINANET-QINGYANG-IDC,"China Telecom"
147039,CYPREA-AS-AP,"Cyprea Private Limited"
147040,NEBULA-AS-AP,"NEBULA SYSTEMS SDN BHD"
147041,RESERVED,"APNIC ASN block"
147042,PANABO-AS-AP,"Panabo Satellite Cable Television Inc"
147043,RESERVED,"APNIC ASN block"
147044,TECHMAHINDRA-ASN-PL-AP,"TECH MAHINDRA"
147045,MERCURYNZ-AS-AP,"Mercury NZ Limited"
147046,FRIENDS-AS-AP,"Friends Network"
147047,YUETAUYEUNG-AS-AP,"NEXET LIMITED"
147048,QINFEIRAN-AS-HK,"Feiran Qin"
147049,PACKETHUBSA-AS-AP,"PacketHub S.A"
147050,MEGHNAONLINE-AS-AP,"Meghna Online"
147051,ETH-AS-AP,"Ethanet Limited"
147052,BACC-AS-AP,"BALLARAT &amp amp CLARENDON COLLEGE"
147053,BHALUKA-AS-AP,"Bhaluka Broadband Internet Service"
147054,AURORA-AS-AP,"AURORA ENERGY"
147055,LRPL-AS-AP,"LMK Resources Pakistan (Private) Limited"
147056,UKSAC-AS-AP,"U-LIFE KH SUPER APP CO. LTD"
147057,DNTSOLUTIONS-AS-AP,"DNT Solutions"
147058,UNGK-AS-AP,"UN G.K"
147059,ONETOUCHONLINE-AS-AP,"One Touch Online"
147060,HCSLIMITED-AS-AP,"HUA SHENG YUN"
147061,YESITGROUPPTYLTD-AS-AP,"YesIT Group Pty Ltd"
147062,SAAPL-AS-AP,"SUPERANNUATION ADVICE AUSTRALIA"
147063,ALAMINONLINE-AS-AP,"Al Amin Online"
147064,KSGPL-AS-AP,"Kern Solutions Group"
147065,LTCC-AS-AP,"Lao telecom construction Co. Ltd"
147066,FBL-AS-AP,"FASTTEL BROADBAND (PRIVATE) LIMITED"
147067,WELNETWORKSLTD-AS-AP,"WEL Networks Ltd"
147068,NRSP1-AS-AP,"National Rural Support Programme"
147069,CORE-AS2-AP,Coretel
147070,DHAKAONLINE-AS-AP,"Dhaka Online"
147071,BOCHENGZOU-AS-CN,"BOCHENG ZOU"
147072,IDNIC-BTPNS-AS-ID,"PT Bank BTPN Syariah Tbk"
147073,IDNIC-PUSLAPDIK-AS-ID,"Pusat Layanan Pembiayaan Pendidikan"
147074,IDNIC-BISNET-AS-ID,"PT Bisnet Teknologi Jaya"
147075,IDNIC-SALMANET-AS-ID,"PT Raihan Teknologi Pratama"
147076,IDNIC-KOTANET-AS-ID,"PT Ade Angelin Mulya"
147077,IDNIC-DISKOMINFO-KUBURAYA-AS-ID,"Pemerintah Kabupaten Kubu Raya"
147078,IDNIC-SMC-AS-ID,"PT Serayu Multi Connection"
147079,IDNIC-DIAZA-AS-ID,"PT Diaza Lintas Asia"
147080,IDNIC-PAXCYBER-AS-ID,"PT Paxcyber Sekuriti Indonesia"
147081,IDNIC-PUSATNET-AS-ID,"PT Pusat Net Media"
147082,IDNIC-NETSUNPOWER-AS-ID,"PT Net Sun Power"
147083,IDNIC-SKYLINK-AS-ID,"PT Skylink Technology Nusantara"
147084,IDNIC-ANUMNET-AS-ID,"PT Anum Nusantara Media"
147085,IDNIC-RESTUDIGITALMEDIATAMA-AS-ID,"PT Restu Digital Mediatama"
147086,IDNIC-GLOBALNET-AS-ID,"PT Global Teknologi Net"
147087,IDNIC-JIB-AS-ID,"PT Jaringan Internet Banten"
147088,IDNIC-SIM-SKYNETWORK-AS-ID,"PT Skynet Indonesia Madani"
147089,IDNIC-INTERGATE-AS-ID,"PT Intergate Cahaya Media"
147090,IDNIC-LESTARINET-AS-ID,"PT Lestari Exellika Barokah"
147091,IDNIC-GLOBALJETEXPRESS-AS-ID,"PT Global Jet Express"
147092,IDNIC-IAINKENDARI-AS-ID,"Institut Agama Islam Negeri Kendari (IAIN KENDARI)"
147093,IDNIC-WIJABACKBONE-AS-ID,"PT Pasifik Wija Teknologi"
147094,MVNET-AS-ID,"PT. MITRA VISIONER PRATAMA"
147095,IDNIC-ABC-AS-ID,"PT Angkasa Bintan Cemerlang"
147096,IDNIC-STRONGNET-AS-ID,"PT Jaya Sejahtra Nugraha"
147097,IDNIC-JANGKAUNET-AS-ID,"PT Jangkau Lintas Nusantara"
147098,IDNIC-TSP-AS-ID,"CV Timsurya Perkasa"
147099,IDNIC-INTERNETRESOURCES-AS-ID,"PT Sumber Daya Internet"
147100,IDNIC-BUYASNET-AS-ID,"PT Buyas Media Teknologi Nusantara"
147101,IDNIC-LINTEKSOLUSINDO-AS-ID,"AeroNet by PT Lintas Teknologi Solusindo"
147102,IDNIC-SMARTNET-AS-ID,"PT Smart Tehnologi Nusantara"
147103,IDNIC-UMMETRO-ID,"Universitas Muhammadiyah Metro"
147104,IDNIC-ISUZU-ASTRA-MOTOR-AS-ID,"PT Isuzu Astra Motor Indonesia"
147105,IDNIC-PARAGON-AS-ID,"PT Paragon Technology and Innovation"
147106,IDNIC-GESITNET-AS-ID,"PT Global Erasiber Teknologi"
147107,TUNASMULTIDATA-AS-ID,"PT Tunas Multi Data"
147108,IDNIC-GGM-AS-ID,"PT GGM Media Nusantara"
147109,IDNIC-INTERNETKELUARGA-AS-ID,"PT Internet Keluarga Indonesia"
147110,IDNIC-SMM-AS-ID,"PT Star Multi Media"
147111,IDNIC-EASYNET-AS-ID,"PT Sinyal Bayan Hadua"
147112,IDNIC-MEETAZA-AS-ID,"PT Meetaza Prawira Media"
147113,IDNIC-NETEKSA-AS-ID,"PT Eyza Kausa Sinergi Abadi"
147114,IDNIC-GENERASIGLOBAL-AS-ID,"PT Media Generasi Global Grobogan"
147115,LANCARMEDIA-ID,"PT. LANCAR MEDIA AKSES"
147116,INDOGAME-ID,"PT Indogame Technology Group"
147117,IDNIC-BLACKFAOS-AS-ID,"PT Blackfaos Data Nusantara"
147118,IDNIC-AMEERA-AS-ID,"PT Ameera Mega Buana"
147119,IDNIC-POLTEKPARMKS-AS-ID,"Politeknik Pariwisata Makassar"
147120,MYARSYILA-AS-ID,"PT Myarsyila Indonesia Interkoneksi"
147121,IDNIC-MARVATEL-AS-ID,"PT Marva Global Telekomunikasi"
147122,IDNIC-ULIZNET-AS-ID,"PT Uliz Netmedia Solusindo"
147123,IDNIC-HCP-AS-ID,"PT Hablun Citramas Persada"
147124,IDNIC-HOSTINGAN-AS-ID,"PT Hostingan Awan Indonesia"
147125,IDNIC-DSSNET-AS-ID,"PT Aplikasi Digital Indonesia"
147126,IDNIC-PTPASTI-AS-ID,"PT Patra Sinar Teknologi"
147127,IDNIC-TUJUHLANGITNET-AS-ID,"PT Tujuhlangit Lintas Nusantara"
147128,IDNIC-PTEDM-AS-ID,"PT Era Digital Media"
147129,IDNIC-AIS-AS-ID,"Universitas Aisyiyah Surakarta"
147130,IDNIC-MINTANET-AS-ID,"PT Mintanet Data Nusantara"
147131,IDNIC-GFIBER-AS-ID,"PT Global Sarana Elektronika"
147132,IDNIC-MAFIANET-AS-ID,"PT Mafianet Akses Media"
147133,IDNIC-JMS-AS-ID,"PT Jafati Mitra Solusindo"
147134,IDNIC-IWK-AS-ID,"PT IndoWebhost Kreasi"
147135,IDNIC-SLM-AS-ID,"PT Swajasa Lintas Media"
147136,IDNIC-DISKOMINFO-KAB-SRAGEN-ID,"Dinas Komunikasi dan Informasi Kabupaten Sragen"
147137,HELIUM-AS-ID,"HELIUM ID"
147138,IDNIC-APSDIGITAL-AS-ID,"PT Angkasa Pura Sarana Digital"
147139,IDNIC-DIVE-AS-ID,"PT Diva Telekomunikasi Indonesia"
147140,IDNIC-HIMNET-AS-ID,"PT Hijrah Mandiri Network"
147141,IDNIC-MITRAINET-AS-ID,"PT Mitra Internet Indonesia"
147142,IDNIC-TELENUSA-AS-ID,"PT Sarana Telemedia Nusantara"
147143,IDNIC-PASUNDAN-AS-ID,"PT Palu Pasundan Media Net"
147144,IDNIC-AUSYI-AS-ID,"RS Aura Syifa Kediri"
147145,IDNIC-JSA-AS-ID,"PT Jalur Satu Aman"
147146,IDNIC-TEBACA-AS-ID,"PT Teknologi Bangsa Cerdas"
147147,IDNIC-CPRI-AS-ID,"PT Catur Prima Intidaya"
147148,IDNIC-NAGAUTARA-AS-ID,"PT Putra Naga Utara"
147149,IDNIC-KIRANA-AS-ID,"PT Kirana Perdana Data"
147150,IDNIC-ASTRAKOM-AS-ID,"PT Hasya Mitra Komunika"
147151,IDNIC-STINET-AS-ID,"PT Berkah Bhumi Lestari"
147152,IDNIC-ISOAE-AS-ID,"PT Asli Isoae Solusine"
147153,IDNIC-TRANSMARCO-AS-ID,"PT Transmarco"
147154,PASSNET-AS-ID,"PT Pass Internet Indonesia"
147155,IDNIC-GATEWAYNET-AS-ID,"PT Gateway Internet Indonesia"
147156,IDNIC-SINNETINDO-AS-ID,"PT Sin Inti Indonesia"
147157,IDNIC-UNMER-AS-ID,"Universitas Merdeka Malang"
147158,IDNIC-CLOUD4C-AS-ID,"PT Cloud Four Cee Services"
147159,IDNIC-BEIBI-AS-ID,"PT Beibi Cemerlang Indonesia"
147160,IDNIC-BPKH-AS-ID,"Badan Pengelola Keuangan Haji"
147161,IDNIC-UMG-AS-ID,"Universitas Muhammadiyah Gresik"
147162,IDNIC-MYPH-AS-ID,"PT Mayatama Production House"
147163,IDNIC-OPTINET-AS-ID,"PT Sunvone Solusindo"
147164,IDNIC-NGM-AS-ID,"PT Nalendra Gigantara Media"
147165,IDNIC-AMERTA-AS-ID,"PT Amerta Asa Media"
147166,IDNIC-INTIKOMNUSA-AS-ID,"PT Inti Komunikasi Nusantara"
147167,IDNIC-MPULSA-AS-ID,"PT Modern Pulsa Investama"
147168,NTTINDONESIA-AS-ID,"PT NTT Indonesia"
147169,IDNIC-TOPUPGROUP-AS-ID,"CV Top Up Group"
147170,IDNIC-DISKOMINFOTIK-BANJARMASIN-AS-ID,"Dinas Komunikasi Informatika dan Statistik Kota Banjarmasin"
147171,IDNIC-BRIN-AS-ID,"Badan Riset dan Inovasi Nasional"
147172,AUS-DEFENCE-AS-AP,"Australian Defence Organisation"
147173,IDNIC-DIPADATATELEKOMUNIKASI-ID,"PT Dipa Data Telekomunikasi"
147174,PCVI-AS-AP,"POLARIS CABLE VISION INC"
147175,DIGITALBDNET-AS-AP,DIGITALBD.NET
147176,NNECL-AS-AP,"NZ Network Enterprise Co. Ltd"
147177,BROWNARC-AS-AP,"BrownArc Enterprises Private Limited"
147178,TCII-AS-AP,"TierOne Communications International Inc"
147179,GLOBALVOICECOM-AS-AP,"Global Voice.Com"
147180,LRINTERNATIONAL-AS-AP,"LR International"
147181,FLAREZENLTD-AS-AP,"Flarezen Ltd"
147182,CLEARVIEW-AS-AP,"Clearview Networks"
147183,UBER-AS-AP,"Uber India Systems Private Limited"
147184,LMDCN-AS-AP,"Lumbini Max"
147185,IDSPL-AS-AP,"INFYNIX DATA SERVICES PRIVATE LIMITED"
147186,VCCLCLOUDPVTLTD-AS-AP,"VCCL Cloud Private Limited"
147187,BUALUANG-SECURITIES,"JasTel Network Company Limited"
147188,RNPL-AS-AP,"Rocket Network Pte. Ltd"
147189,IEPL-AS-AP,"Integrated Enterprises (India) Private Limited"
147190,PRIORITY1IT-AS-AP,"Priority Technology"
147191,MBPL-AS-IN,"K-Pix Networks"
147192,OOBCLOUD-AS-IN,"OUTOFBOX CLOUD PRIVATE LIMITED"
147193,MITONLINE-AS-IN,"MIT Online (OPC) Private Limited"
147194,DEVCHAND-AS-AP,"DEVCHAND TELESOFT"
147195,VAIDIK-AS-IN,"VAIDIK NETSOL OPC PVT LTD"
147196,FIBMESH-AS-IN,"FIBMESH PRIVATE LIMITED"
147197,AAVAIBSPL-AS-IN,"AAVAI BROADBAND COMMUNICATION PRIVATE LIMITED"
147198,METRO7NN-AS-IN,"Metro 7 News And Networks Private Limited"
147199,BSOFTIND-AS-IN,"Bsoft India Technologies Private Limited"
147200,PARKERBB-AS-IN,"PARKER BROADBAND NETWORK"
147201,MNETPLUS-AS-IN,"M NETPLUS COMMUNICATION SERVICES PVT LTD"
147202,AIRNETF-AS-IN,"AIRNET FIBER SOLUTIONS"
147203,DARTNETT-AS-IN,"DARTNET COMMUNCATIONS INDIA PRIVATE LIMITED"
147204,ZIOFYNET-AS-IN,"Ziofy Networks Private Limited"
147205,NONSTOP-AS-IN,"NONSTOP NET SOLUTIONS PVT LTD"
147206,SOUBHAGYA-AS-IN,"Khandual Nets Private Limited"
147207,BETPL-AS-IN,"Block Edge Technologies Private Limited"
147208,SYSCOBB-AS-IN,"Sysco Broadband"
147209,NCBBSPL-AS-IN,"Nc Broadband Services Private Limited"
147210,STARITSERVICES-IN-AS-IN,Starnet
147211,PRAGATHI-AS-IN,"PRAGATHI ENTERPRISES"
147212,PAYNET-AS-IN,"Paynet Digital Network Private Limited"
147213,KOSHIB-AS-IN,"KOSHI BROADBAND COMMUNICATIONS OPC PVT LTD"
147214,INTERWIRE-AS-IN,"De-cix Interwire Internet Services Private Limited"
147215,BNGNNET-AS-IN,"Bongaigaon Internet Service Private Limited"
147216,SOLANKIFI-AS-IN,"Solanki Fibre Connect Pvt Ltd"
147217,AIRDATASP-AS-IN,"AIRDATA INTERNET SERVICES PRIVATE LIMITED"
147218,ANIKA-AS-IN,"ANIKA BROADBAND SERVICES"
147219,OMSAIRAM-AS-IN,"OM SAIRAM NETWORK PRIVATE LIMITED"
147220,ARCLINK01-AS-IN,"ARCLINK NETWORK PRIVATE LIMITED"
147221,INSPITELE-AS-IN,"INSPITELE SOLUTIONS PRIVATE LIMITED"
